1	856
2	522
3	9875
4	6321
5	13510
6	1161
7	32655
8	23004
9	8767
10	1290
11	2076
12	3145
13	3262
14	2070
15	4717
16	2817
17	52001
18	9098
19	4935
20	4807
21	32
22	19
23	622
24	4010
25	26004
26	13230
27	32859
28	4172
29	16517
30	45136
31	55929
32	18902
33	42082
34	71401
35	58671
36	45354
37	130161
38	135005
39	16950
40	29032
41	25352
42	31261
43	19459
44	288181
45	146473
46	28721
47	33047
48	25599
49	69134
50	17988
51	50246
52	111965
53	21011
54	34739
55	33480
56	38656
57	148753
58	9929
59	12024
60	170778
61	19114
62	6199
63	10153
64	10176
65	88727
66	26899
67	37174
68	49413
69	4002
70	75147
71	35548
72	339537
73	227575
74	26936
75	41004
76	22604
77	30180
78	13098
79	55559
80	70700
81	60153
82	43566
83	55741
84	77012
85	33341
86	71212
87	134714
88	72776
89	33855
90	51935
91	58194
92	86590
93	137725
94	80602
95	366758
96	195728
97	155422
98	302474
99	185969
100	168116
101	186913
102	169585
103	215676
104	62288
105	72059
106	21830
107	75170
108	160833
109	726288
110	180496
111	84412
112	75375
113	43435
114	45462
115	28240
116	39309
117	56738
118	46180
119	69710
120	115062
121	51219
122	41653
123	159663
124	37759
125	6586
126	251481
127	27921
128	21869
129	43247
130	236592
131	45099
132	71890
133	72702
134	54690
135	81299
136	58939
137	36186
138	35392
139	73563
140	28175
141	70768
142	297421
143	34191
144	43145
145	12511
146	28823
147	64685
148	19695
149	95280
150	894
151	51713
152	22375
153	28060
154	59145
155	28498
156	39430
157	18469
158	23516
159	19597
160	253585
161	20087
162	56862
163	51478
164	29930
165	222540
166	53476
167	75963
168	19635
169	36059
170	28987
171	323811
172	28605
173	65228
174	28062
175	45186
176	49317
177	31098
178	42892
179	34582
180	83774
181	36083
182	43289
183	37488
184	71923
185	29169
186	29191
187	68730
188	19713
189	139751
190	229368
191	16411
192	26739
193	27264
194	37332
195	3831
196	29036
197	32233
198	418800
199	27402
200	27909
201	51009
202	69143
203	84029
204	28326
205	125819
206	58585
207	45947
208	23946
209	5498
210	3503
211	4093
212	32365
213	47785
214	23492
215	6216
216	18986
217	35362
218	7217
219	18187
220	46194
221	17398
222	42789
223	30347
224	18919
225	61026
226	4973
227	3458
228	33901
229	72361
230	13034
231	48311
232	26068
233	12217
234	11534
235	5053
236	14893
237	16103
238	47804
239	418875
240	56575
241	27843
242	71312
243	26836
244	8660
245	27934
246	40276
247	14079
248	3390
249	6455
250	2
251	3
252	8
253	25
254	959
255	18
256	331
257	173
258	5761
259	695
260	1267
261	324
262	133
263	972
264	262
265	566
266	99
267	437
268	361
269	201
270	149
271	5
272	519
273	327
274	115
275	96
276	825
277	243
278	234
279	723
280	209
281	1106
282	731
283	406
284	278
285	719
286	754
287	762
288	3074
289	6149
290	225
291	875
292	776
293	11072
294	1772
295	2308
296	518
297	3645
298	8627
299	782
300	1904
301	2888
302	502
303	1391
304	263
305	298
306	1208
307	1042
308	917
309	1843
310	765
311	1016
312	291
313	396
314	11145
315	1365
316	749
317	2124
318	765
319	1359
320	1386
321	1082
322	25596
323	1073
324	845
325	2019
326	2343
327	619
328	10491
329	1347
330	3794
331	2213
332	1156
333	1086
334	2287
335	1139
336	10278
337	8022
338	16869
339	12457
340	7397
341	17350
342	12839
343	12963
344	7280
345	3697
346	9252
347	19999
348	9203
349	8863
350	15089
351	9456
352	7105
353	29104
354	7782
355	5994
356	152840
357	5996
358	3086
359	19959
360	6374
361	8974
362	3595
363	1025
364	4244
365	7627
366	1267
367	9141
368	937
369	297813
370	230
371	129
372	37
373	2263
374	2129
375	2600
376	35901
377	41127
378	55783
379	73221
380	444523
381	146648
382	53955
383	126440
384	312761
385	59018
386	102
387	75430
388	3
389	12500
390	213
391	1335
392	2568
393	2976
394	1846
395	36566
396	6694
397	44577
398	38190
399	15346
400	16353
401	13177
402	85928
403	16667
404	58520
405	23838
406	214678
407	22188
408	15761
409	13197
410	52408
411	217833
412	20564
413	6704
414	11720
415	41347
416	21772
417	30314
418	16534
419	6691
420	3579
421	15479
422	4857
423	84357
424	7293
425	9542
426	145931
427	15795
428	12049
429	33172
430	8762
431	10244
432	12591
433	3957
434	40016
435	7413
436	54765
437	7584
438	32545
439	56033
440	23199
441	43439
442	7146
443	17079
444	5458
445	26188
446	14732
447	7400
448	795
449	3805
450	12117
451	6516
452	9738
453	123458
454	90019
455	14404
456	10122
457	6133
458	15755
459	20473
460	8276
461	17080
462	7984
463	16831
464	10734
465	20276
466	7486
467	13817
468	441
469	3328
470	1465
471	7077
472	2639
473	16490
474	46854
475	28217
476	76792
477	11618
478	3976
479	15057
480	31226
481	47263
482	47017
483	12612
484	7103
485	30978
486	23450
487	9779
488	44378
489	30730
490	14608
491	33993
492	44098
493	16754
494	38469
495	7749
496	24025
497	300214
498	76089
499	26071
500	21754
501	69866
502	47340
503	14067
504	8659
505	16877
506	27255
507	39685
508	247747
509	13363
510	42680
511	30597
512	4971
513	44544
514	9710
515	24630
516	23024
517	30317
518	15130
519	8884
520	3869
521	47746
522	11533
523	47132
524	4418
525	69103
526	42725
527	4140
528	58900
529	33655
530	113906
531	80237
532	589064
533	49442
534	27064
535	194899
536	63052
537	3729
538	8191
539	225349
540	9652
541	42455
542	11482
543	21388
544	30913
545	31129
546	45902
547	71712
548	61553
549	232789
550	78471
551	153330
552	98416
553	35305
554	70461
555	15227
556	36037
557	44016
558	8429
559	2434
560	11481
561	29741
562	29608
563	153531
564	23381
565	28691
566	49935
567	217005
568	12434
569	8893
570	76118
571	79839
572	28616
573	86381
574	15901
575	25506
576	9705
577	45071
578	6343
579	407475
580	13207
581	7207
582	15859
583	17879
584	13534
585	13070
586	19287
587	5890
588	525747
589	138274
590	26711
591	84738
592	40457
593	270085
594	192627
595	120476
596	732182
597	47157
598	56598
599	198122
600	189734
601	176794
602	211034
603	152578
604	111602
605	142330
606	88871
607	133677
608	92081
609	140900
610	752
611	683
612	2733
613	4771
614	7941
615	28895
616	27749
617	4224
618	104041
619	3368
620	53654
621	28614
622	44437
623	57686
624	86361
625	62086
626	34033
627	42596
628	64080
629	60861
630	55113
631	136907
632	1388837
633	34825
634	23144
635	105910
636	53264
637	67270
638	187394
639	8895
640	4640
641	18639
642	277
643	59225
644	45177
645	40943
646	68505
647	36631
648	98645
649	43475
650	254677
651	64149
652	76803
653	58132
654	61365
655	110548
656	71439
657	31413
658	57515
659	37398
660	70492
661	92122
662	24955
663	33284
664	8042
665	317177
666	131342
667	10767
668	82543
669	58598
670	20699
671	24161
672	55922
673	96944
674	55864
675	87537
676	80189
677	6665
678	30229
679	73316
680	41468
681	64872
682	54502
683	47428
684	25072
685	39066
686	53532
687	51918
688	43219
689	30237
690	52606
691	238623
692	832210
693	111196
694	44265
695	9378
696	0
697	2883
698	1
699	4
700	0
701	23673
702	21858
703	32464
704	15788
705	7582
706	15938
707	780
708	85861
709	70992
710	11983
711	16374
712	3667
713	25398
714	2004
715	15494
716	15611
717	81554
718	1447
719	7255
720	42502
721	31878
722	10801
723	4123
724	27010
725	35460
726	2441
727	14973
728	9035
729	99473
730	38943
731	31114
732	8937
733	4485
734	14
735	23
